Periodo,Mes,Institucion,Sector,Subsector,Molecula,Producto_Referencia,Presentacion_Sintetica,Unidades_Sell_Out_Sinteticas,Precio_Unitario_Sintetico_MXN,Importe_Sell_Out_Sintetico_MXN,Objetivo_Unidades,Cumplimiento_vs_Objetivo_pct,Variacion_MoM_pct,Pacientes_Estimados,Dias_Stock_Out,Inventario_Cierre_Unidades,Cobertura_Dias_Estimada,KPI_Auditoria,Nivel_Oportunidad
2026-03,Marzo,Hospital Pediátrico Iztapalapa,SEDESA / IMSS-BIENESTAR CDMX,Hospital Pediátrico,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,1,25800,25800,1,1,5,1,0,4,120,Amarillo,Seguimiento
2026-03,Marzo,Hospital Pediátrico Iztapalapa,SEDESA / IMSS-BIENESTAR CDMX,Hospital Pediátrico,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,2,25800,51600,2,1,5,2,0,8,120,Amarillo,Seguimiento
2026-03,Marzo,Hospital Pediátrico La Villa,SEDESA / IMSS-BIENESTAR CDMX,Hospital Pediátrico,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,3,25800,77400,3,1,2,3,0,11,110,Amarillo,Seguimiento
2026-03,Marzo,Hospital Pediátrico Moctezuma,SEDESA / IMSS-BIENESTAR CDMX,Hospital Pediátrico,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,1,25800,25800,1,1,,1,0,4,120,Amarillo,Seguimiento
2026-03,Marzo,Hospital Pediátrico Moctezuma,SEDESA / IMSS-BIENESTAR CDMX,Hospital Pediátrico,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,3,25800,77400,3,1,,3,0,8,80,Amarillo,Seguimiento
2026-03,Marzo,Hospital Pediátrico San Juan de Aragón,SEDESA / IMSS-BIENESTAR CDMX,Hospital Pediátrico,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,1,25800,25800,1,1,0,1,0,0,0,Amarillo,Seguimiento
2026-03,Marzo,Hospital Pediátrico Tacubaya,SEDESA / IMSS-BIENESTAR CDMX,Hospital Pediátrico,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,1,25800,25800,1,1,,1,0,2,60,Amarillo,Seguimiento
2026-03,Marzo,Hospital de Especialidades de la Ciudad de México Dr. Belisario Domínguez,SEDESA / IMSS-BIENESTAR CDMX,Hospital de Especialidades,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,7,25800,180600,8,0.875,,7,0,18,77.1,Rojo,Intervención comercial / acceso
2026-03,Marzo,Hospital de Especialidades de la Ciudad de México Dr. Belisario Domínguez,SEDESA / IMSS-BIENESTAR CDMX,Hospital de Especialidades,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,6,25800,154800,7,0.8571,,6,1,13,65,Rojo,Intervención comercial / acceso
2026-03,Marzo,Hospital de Especialidades de la Ciudad de México Dr. Belisario Domínguez,SEDESA / IMSS-BIENESTAR CDMX,Hospital de Especialidades,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,9,25800,232200,10,0.9,,9,1,17,56.7,Rojo,Intervención comercial / acceso
2026-03,Marzo,Hospital de Especialidades de la Ciudad de México Dr. Belisario Domínguez,SEDESA / IMSS-BIENESTAR CDMX,Hospital de Especialidades,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,8,25800,206400,12,0.6667,,8,0,15,56.2,Rojo,Intervención comercial / acceso
2026-03,Marzo,Hospital de Especialidades de la Ciudad de México Dr. Belisario Domínguez,SEDESA / IMSS-BIENESTAR CDMX,Hospital de Especialidades,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,7,25800,180600,10,0.7,,7,1,19,81.4,Rojo,Intervención comercial / acceso
2026-03,Marzo,Hospital General Dr. Manuel Gea González,Secretaría de Salud Federal,Hospital Federal de Referencia,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,5,25800,129000,9,0.5556,1.75,5,1,13,78,Rojo,Intervención comercial / acceso
2026-03,Marzo,Hospital General Dr. Manuel Gea González,Secretaría de Salud Federal,Hospital Federal de Referencia,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,6,25800,154800,7,0.8571,1.75,6,1,15,75,Rojo,Intervención comercial / acceso
2026-03,Marzo,Hospital General de México Dr. Eduardo Liceaga,Secretaría de Salud Federal,Hospital Federal de Referencia,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,8,25800,206400,9,0.8889,0.0545,8,4,19,71.2,Rojo,Intervención comercial / acceso
2026-03,Marzo,Hospital General de México Dr. Eduardo Liceaga,Secretaría de Salud Federal,Hospital Federal de Referencia,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,10,25800,258000,9,1.1111,0.0545,10,0,25,75,Verde,Mantener / expandir
2026-03,Marzo,Hospital General de México Dr. Eduardo Liceaga,Secretaría de Salud Federal,Hospital Federal de Referencia,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,8,25800,206400,7,1.1429,0.0545,8,1,18,67.5,Amarillo,Seguimiento
2026-03,Marzo,Hospital General de México Dr. Eduardo Liceaga,Secretaría de Salud Federal,Hospital Federal de Referencia,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,7,25800,180600,7,1,0.0545,7,0,16,68.6,Amarillo,Seguimiento
2026-03,Marzo,Hospital General de México Dr. Eduardo Liceaga,Secretaría de Salud Federal,Hospital Federal de Referencia,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,9,25800,232200,9,1,0.0545,9,0,21,70,Amarillo,Seguimiento
2026-03,Marzo,Hospital General de México Dr. Eduardo Liceaga,Secretaría de Salud Federal,Hospital Federal de Referencia,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,9,25800,232200,10,0.9,0.0545,9,0,22,73.3,Rojo,Intervención comercial / acceso
2026-03,Marzo,Hospital General de México Dr. Eduardo Liceaga,Secretaría de Salud Federal,Hospital Federal de Referencia,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,7,25800,180600,6,1.1667,0.0545,7,0,16,68.6,Verde,Mantener / expandir
2026-03,Marzo,Hospital Infantil de México Federico Gómez,Secretaría de Salud Federal,Instituto Nacional de Salud / Pediatría,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,4,25800,103200,4,1,,4,0,9,67.5,Amarillo,Seguimiento
2026-03,Marzo,Hospital Infantil de México Federico Gómez,Secretaría de Salud Federal,Instituto Nacional de Salud / Pediatría,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,5,25800,129000,6,0.8333,,5,0,7,42,Rojo,Intervención comercial / acceso
2026-03,Marzo,Hospital Infantil de México Federico Gómez,Secretaría de Salud Federal,Instituto Nacional de Salud / Pediatría,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,4,25800,103200,4,1,,4,1,7,52.5,Amarillo,Seguimiento
2026-03,Marzo,Hospital Infantil de México Federico Gómez,Secretaría de Salud Federal,Instituto Nacional de Salud / Pediatría,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,2,25800,51600,2,1,,2,0,5,75,Amarillo,Seguimiento
2026-03,Marzo,Hospital Juárez de México,Secretaría de Salud Federal,Hospital Federal de Referencia,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,7,25800,180600,8,0.875,-0.3158,7,2,14,60,Rojo,Intervención comercial / acceso
2026-03,Marzo,Hospital Juárez de México,Secretaría de Salud Federal,Hospital Federal de Referencia,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,6,25800,154800,6,1,-0.3158,6,0,11,55,Amarillo,Seguimiento
2026-03,Marzo,Hospital Nacional Homeopático,Secretaría de Salud Federal,Hospital Federal de Referencia,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,1,25800,25800,1,1,-0.5,1,0,5,150,Amarillo,Seguimiento
2026-03,Marzo,Instituto Nacional de Cardiología Ignacio Chávez,Secretaría de Salud Federal,Instituto Nacional de Salud,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,3,25800,77400,3,1,,3,1,8,80,Amarillo,Seguimiento
2026-03,Marzo,Instituto Nacional de Cardiología Ignacio Chávez,Secretaría de Salud Federal,Instituto Nacional de Salud,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,3,25800,77400,6,0.5,,3,4,5,50,Rojo,Intervención comercial / acceso
2026-03,Marzo,Instituto Nacional de Cardiología Ignacio Chávez,Secretaría de Salud Federal,Instituto Nacional de Salud,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,1,25800,25800,1,1,,1,0,3,90,Amarillo,Seguimiento
2026-03,Marzo,Instituto Nacional de Ciencias Médicas y Nutrición Salvador Zubirán,Secretaría de Salud Federal,Instituto Nacional de Salud,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,7,25800,180600,7,1,0,7,0,18,77.1,Amarillo,Seguimiento
2026-03,Marzo,Instituto Nacional de Enfermedades Respiratorias Ismael Cosío Villegas,Secretaría de Salud Federal,Instituto Nacional de Salud,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,13,25800,335400,13,1,-0.8169,13,0,32,73.8,Amarillo,Seguimiento
2026-03,Marzo,Instituto Nacional de Pediatría,Secretaría de Salud Federal,Instituto Nacional de Salud / Pediatría,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,2,25800,51600,2,1,1.5,2,0,10,150,Amarillo,Seguimiento
2026-03,Marzo,Instituto Nacional de Pediatría,Secretaría de Salud Federal,Instituto Nacional de Salud / Pediatría,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,3,25800,77400,3,1,1.5,3,0,8,80,Amarillo,Seguimiento
2026-03,Marzo,Instituto Nacional de Rehabilitación Luis Guillermo Ibarra Ibarra,Secretaría de Salud Federal,Instituto Nacional de Salud,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,1,25800,25800,5,0.2,,1,1,0,0,Rojo,Intervención comercial / acceso
2026-04,Abril,UMAE Hospital General CMN La Raza Dr. Gaudencio González Garza,IMSS,UMAE / Alta Especialidad,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,5,25800,129000,6,0.8333,-0.8485,5,0,13,78,Rojo,Intervención comercial / acceso
2026-04,Abril,UMAE Hospital de Cardiología CMN Siglo XXI,IMSS,UMAE / Alta Especialidad,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,4,25800,103200,4,1,-0.4286,4,0,8,60,Amarillo,Seguimiento
2026-04,Abril,UMAE Hospital de Especialidades CMN La Raza Dr. Antonio Fraga Mouret,IMSS,UMAE / Alta Especialidad,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,4,25800,103200,5,0.8,-0.5263,4,1,14,105,Rojo,Intervención comercial / acceso
2026-04,Abril,UMAE Hospital de Especialidades CMN La Raza Dr. Antonio Fraga Mouret,IMSS,UMAE / Alta Especialidad,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,6,25800,154800,7,0.8571,-0.5263,6,3,13,65,Rojo,Intervención comercial / acceso
2026-04,Abril,UMAE Hospital de Especialidades CMN La Raza Dr. Antonio Fraga Mouret,IMSS,UMAE / Alta Especialidad,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,8,25800,206400,9,0.8889,-0.5263,8,3,17,63.8,Rojo,Intervención comercial / acceso
2026-04,Abril,UMAE Hospital de Especialidades CMN Siglo XXI Dr. Bernardo Sepúlveda,IMSS,UMAE / Alta Especialidad,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,10,25800,258000,13,0.7692,-0.4394,10,1,22,66,Rojo,Intervención comercial / acceso
2026-04,Abril,UMAE Hospital de Especialidades CMN Siglo XXI Dr. Bernardo Sepúlveda,IMSS,UMAE / Alta Especialidad,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,3,25800,77400,3,1,-0.4394,3,0,12,120,Amarillo,Seguimiento
2026-04,Abril,UMAE Hospital de Especialidades CMN Siglo XXI Dr. Bernardo Sepúlveda,IMSS,UMAE / Alta Especialidad,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,12,25800,309600,14,0.8571,-0.4394,12,1,25,62.5,Rojo,Intervención comercial / acceso
2026-04,Abril,UMAE Hospital de Especialidades CMN Siglo XXI Dr. Bernardo Sepúlveda,IMSS,UMAE / Alta Especialidad,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,12,25800,309600,15,0.8,-0.4394,12,2,25,62.5,Rojo,Intervención comercial / acceso
2026-04,Abril,UMAE Hospital de Gineco Obstetricia No. 3 CMN La Raza,IMSS,UMAE / Gineco Obstetricia,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,1,25800,25800,4,0.25,,1,0,3,90,Rojo,Intervención comercial / acceso
2026-04,Abril,UMAE Hospital de Gineco Obstetricia No. 3 CMN La Raza,IMSS,UMAE / Gineco Obstetricia,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,1,25800,25800,1,1,,1,0,4,120,Amarillo,Seguimiento
2026-04,Abril,UMAE Hospital de Oncología CMN Siglo XXI,IMSS,UMAE / Alta Especialidad,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,3,25800,77400,3,1,,3,0,8,80,Amarillo,Seguimiento
2026-04,Abril,UMAE Hospital de Oncología CMN Siglo XXI,IMSS,UMAE / Alta Especialidad,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,4,25800,103200,5,0.8,,4,0,7,52.5,Rojo,Intervención comercial / acceso
2026-04,Abril,UMAE Hospital de Pediatría CMN Siglo XXI Dr. Silvestre Frenk Freund,IMSS,UMAE / Pediatría,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,5,25800,129000,5,1,2.2,5,0,13,78,Amarillo,Seguimiento
2026-04,Abril,UMAE Hospital de Pediatría CMN Siglo XXI Dr. Silvestre Frenk Freund,IMSS,UMAE / Pediatría,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,4,25800,103200,4,1,2.2,4,0,7,52.5,Amarillo,Seguimiento
2026-04,Abril,UMAE Hospital de Pediatría CMN Siglo XXI Dr. Silvestre Frenk Freund,IMSS,UMAE / Pediatría,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,3,25800,77400,3,1,2.2,3,0,5,50,Amarillo,Seguimiento
2026-04,Abril,UMAE Hospital de Pediatría CMN Siglo XXI Dr. Silvestre Frenk Freund,IMSS,UMAE / Pediatría,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,3,25800,77400,3,1,2.2,3,0,5,50,Amarillo,Seguimiento
2026-04,Abril,UMAE Hospital de Pediatría CMN Siglo XXI Dr. Silvestre Frenk Freund,IMSS,UMAE / Pediatría,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,1,25800,25800,1,1,2.2,1,1,5,150,Amarillo,Seguimiento
2026-04,Abril,Centro Médico Nacional 20 de Noviembre,ISSSTE,Centro Médico Nacional,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,7,25800,180600,7,1,1.7778,7,0,14,60,Amarillo,Seguimiento
2026-04,Abril,Centro Médico Nacional 20 de Noviembre,ISSSTE,Centro Médico Nacional,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,13,25800,335400,17,0.7647,1.7778,13,1,26,60,Rojo,Intervención comercial / acceso
2026-04,Abril,Centro Médico Nacional 20 de Noviembre,ISSSTE,Centro Médico Nacional,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,6,25800,154800,7,0.8571,1.7778,6,1,17,85,Rojo,Intervención comercial / acceso
2026-04,Abril,Centro Médico Nacional 20 de Noviembre,ISSSTE,Centro Médico Nacional,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,8,25800,206400,8,1,1.7778,8,0,14,52.5,Amarillo,Seguimiento
2026-04,Abril,Centro Médico Nacional 20 de Noviembre,ISSSTE,Centro Médico Nacional,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,10,25800,258000,14,0.7143,1.7778,10,0,28,84,Rojo,Intervención comercial / acceso
2026-04,Abril,Centro Médico Nacional 20 de Noviembre,ISSSTE,Centro Médico Nacional,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,10,25800,258000,10,1,1.7778,10,0,27,81,Amarillo,Seguimiento
2026-04,Abril,Centro Médico Nacional 20 de Noviembre,ISSSTE,Centro Médico Nacional,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,11,25800,283800,13,0.8462,1.7778,11,3,26,70.9,Rojo,Intervención comercial / acceso
2026-04,Abril,Centro Médico Nacional 20 de Noviembre,ISSSTE,Centro Médico Nacional,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,10,25800,258000,9,1.1111,1.7778,10,1,22,66,Amarillo,Seguimiento
2026-04,Abril,Hospital General Darío Fernández Fierro,ISSSTE,Hospital General,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,3,25800,77400,3,1,-0.2857,3,0,13,130,Amarillo,Seguimiento
2026-04,Abril,Hospital General Darío Fernández Fierro,ISSSTE,Hospital General,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,2,25800,51600,2,1,-0.2857,2,0,9,135,Amarillo,Seguimiento
2026-04,Abril,Hospital Regional 1° de Octubre,ISSSTE,Hospital Regional,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,7,25800,180600,8,0.875,1.2857,7,1,15,64.3,Rojo,Intervención comercial / acceso
2026-04,Abril,Hospital Regional 1° de Octubre,ISSSTE,Hospital Regional,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,9,25800,232200,10,0.9,1.2857,9,0,19,63.3,Rojo,Intervención comercial / acceso
2026-04,Abril,Hospital Regional Lic. Adolfo López Mateos,ISSSTE,Hospital Regional,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,3,25800,77400,3,1,-0.8929,3,0,11,110,Amarillo,Seguimiento
2026-04,Abril,Hospital General Iztapalapa Dr. Juan Ramón de la Fuente,SEDESA / IMSS-BIENESTAR CDMX,Hospital General,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,2,25800,51600,2,1,4,2,1,5,75,Amarillo,Seguimiento
2026-04,Abril,Hospital General Iztapalapa Dr. Juan Ramón de la Fuente,SEDESA / IMSS-BIENESTAR CDMX,Hospital General,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,3,25800,77400,3,1,4,3,0,7,70,Amarillo,Seguimiento
2026-04,Abril,Hospital General Iztapalapa Dr. Juan Ramón de la Fuente,SEDESA / IMSS-BIENESTAR CDMX,Hospital General,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,5,25800,129000,5,1,4,5,0,10,60,Amarillo,Seguimiento
2026-04,Abril,Hospital General La Villa,SEDESA / IMSS-BIENESTAR CDMX,Hospital General,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,4,25800,103200,4,1,-0.7647,4,0,7,52.5,Amarillo,Seguimiento
2026-04,Abril,Hospital General Ticomán,SEDESA / IMSS-BIENESTAR CDMX,Hospital General,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,4,25800,103200,4,1,1,4,1,5,37.5,Amarillo,Seguimiento
2026-04,Abril,Hospital General Topilejo,SEDESA / IMSS-BIENESTAR CDMX,Hospital General,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,2,25800,51600,2,1,,2,0,0,0,Amarillo,Seguimiento
2026-04,Abril,Hospital General de Balbuena,SEDESA / IMSS-BIENESTAR CDMX,Hospital General,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,5,25800,129000,6,0.8333,1.75,5,0,12,72,Rojo,Intervención comercial / acceso
2026-04,Abril,Hospital General de Balbuena,SEDESA / IMSS-BIENESTAR CDMX,Hospital General,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,6,25800,154800,6,1,1.75,6,0,15,75,Amarillo,Seguimiento
2026-04,Abril,Hospital General de Tláhuac Dra. Matilde Petra Montoya Lafragua,SEDESA / IMSS-BIENESTAR CDMX,Hospital General,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,1,25800,25800,1,1,,1,0,3,90,Amarillo,Seguimiento
2026-04,Abril,Hospital General de Tláhuac Dra. Matilde Petra Montoya Lafragua,SEDESA / IMSS-BIENESTAR CDMX,Hospital General,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,1,25800,25800,1,1,,1,1,0,0,Amarillo,Seguimiento
2026-04,Abril,Hospital General de Xoco,SEDESA / IMSS-BIENESTAR CDMX,Hospital General,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,4,25800,103200,4,1,-0.6667,4,0,10,75,Amarillo,Seguimiento
2026-04,Abril,Hospital Materno Infantil Cuautepec,SEDESA / IMSS-BIENESTAR CDMX,Hospital Materno Infantil,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,2,25800,51600,2,1,1,2,0,5,75,Amarillo,Seguimiento
2026-04,Abril,Hospital Pediátrico Coyoacán,SEDESA / IMSS-BIENESTAR CDMX,Hospital Pediátrico,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,4,25800,103200,4,1,3,4,0,9,67.5,Amarillo,Seguimiento
2026-04,Abril,Hospital Pediátrico Iztacalco,SEDESA / IMSS-BIENESTAR CDMX,Hospital Pediátrico,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,2,25800,51600,2,1,,2,0,2,30,Amarillo,Seguimiento
2026-04,Abril,Hospital Pediátrico Iztacalco,SEDESA / IMSS-BIENESTAR CDMX,Hospital Pediátrico,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,1,25800,25800,1,1,,1,0,4,120,Amarillo,Seguimiento
2026-04,Abril,Hospital Pediátrico Iztapalapa,SEDESA / IMSS-BIENESTAR CDMX,Hospital Pediátrico,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,1,25800,25800,1,1,-0.8333,1,0,3,90,Amarillo,Seguimiento
2026-04,Abril,Hospital Pediátrico La Villa,SEDESA / IMSS-BIENESTAR CDMX,Hospital Pediátrico,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,1,25800,25800,5,0.2,0.3333,1,2,0,0,Rojo,Intervención comercial / acceso
2026-04,Abril,Hospital Pediátrico La Villa,SEDESA / IMSS-BIENESTAR CDMX,Hospital Pediátrico,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,1,25800,25800,1,1,0.3333,1,0,2,60,Amarillo,Seguimiento
2026-04,Abril,Hospital Pediátrico La Villa,SEDESA / IMSS-BIENESTAR CDMX,Hospital Pediátrico,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,2,25800,51600,2,1,0.3333,2,0,2,30,Amarillo,Seguimiento
2026-04,Abril,Hospital Pediátrico Legaria,SEDESA / IMSS-BIENESTAR CDMX,Hospital Pediátrico,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,1,25800,25800,1,1,,1,0,2,60,Amarillo,Seguimiento
2026-04,Abril,Hospital Pediátrico Moctezuma,SEDESA / IMSS-BIENESTAR CDMX,Hospital Pediátrico,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,2,25800,51600,4,0.5,-0.5,2,2,2,30,Rojo,Intervención comercial / acceso
2026-04,Abril,Hospital Pediátrico San Juan de Aragón,SEDESA / IMSS-BIENESTAR CDMX,Hospital Pediátrico,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,2,25800,51600,5,0.4,1,2,2,8,120,Rojo,Intervención comercial / acceso
2026-04,Abril,Hospital de Especialidades de la Ciudad de México Dr. Belisario Domínguez,SEDESA / IMSS-BIENESTAR CDMX,Hospital de Especialidades,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,6,25800,154800,7,0.8571,-0.6216,6,2,13,65,Rojo,Intervención comercial / acceso
2026-04,Abril,Hospital de Especialidades de la Ciudad de México Dr. Belisario Domínguez,SEDESA / IMSS-BIENESTAR CDMX,Hospital de Especialidades,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,8,25800,206400,8,1,-0.6216,8,0,19,71.2,Amarillo,Seguimiento
2026-04,Abril,Hospital General Dr. Manuel Gea González,Secretaría de Salud Federal,Hospital Federal de Referencia,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,6,25800,154800,6,1,0.2727,6,0,12,60,Amarillo,Seguimiento
2026-04,Abril,Hospital General Dr. Manuel Gea González,Secretaría de Salud Federal,Hospital Federal de Referencia,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,2,25800,51600,2,1,0.2727,2,0,7,105,Amarillo,Seguimiento
2026-04,Abril,Hospital General Dr. Manuel Gea González,Secretaría de Salud Federal,Hospital Federal de Referencia,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,5,25800,129000,6,0.8333,0.2727,5,0,15,90,Rojo,Intervención comercial / acceso
2026-04,Abril,Hospital General Dr. Manuel Gea González,Secretaría de Salud Federal,Hospital Federal de Referencia,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,1,25800,25800,1,1,0.2727,1,0,2,60,Amarillo,Seguimiento
2026-04,Abril,Hospital General de México Dr. Eduardo Liceaga,Secretaría de Salud Federal,Hospital Federal de Referencia,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,13,25800,335400,12,1.0833,-0.5862,13,0,30,69.2,Verde,Mantener / expandir
2026-04,Abril,Hospital General de México Dr. Eduardo Liceaga,Secretaría de Salud Federal,Hospital Federal de Referencia,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,11,25800,283800,11,1,-0.5862,11,0,27,73.6,Amarillo,Seguimiento
2026-04,Abril,Hospital Infantil de México Federico Gómez,Secretaría de Salud Federal,Instituto Nacional de Salud / Pediatría,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,3,25800,77400,3,1,-0.8,3,0,6,60,Amarillo,Seguimiento
2026-04,Abril,Hospital Juárez de México,Secretaría de Salud Federal,Hospital Federal de Referencia,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,10,25800,258000,9,1.1111,0.3077,10,0,21,63,Verde,Mantener / expandir
2026-04,Abril,Hospital Juárez de México,Secretaría de Salud Federal,Hospital Federal de Referencia,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,1,25800,25800,1,1,0.3077,1,0,8,240,Amarillo,Seguimiento
2026-04,Abril,Hospital Juárez de México,Secretaría de Salud Federal,Hospital Federal de Referencia,Mepolizumab,Nucala / referencia de molécula,100 mg SC; unidad mensual sintética,6,25800,154800,7,0.8571,0.3077,6,0,16,80,Rojo,Intervención comercial / acceso
